id,form_id,name,form_name,type1,type2,hp,attack,defense,special_attack,special_defense,speed,bst,ability1,ability2,hidden_ability,egg_group1,egg_group2,growth_rate,catch_rate,base_exp
ELEKIDX,0,Elekid,,FIRE,,45,63,37,65,55,95,360,AFTERMATH,,FLASHFIRE,Undiscovered,,Medium,200,72
ELGYEM,0,Elgyem,,PSYCHIC,,55,55,55,85,55,30,335,TELEPATHY,SYNCHRONIZE,ANALYTIC,Humanlike,,Medium,255,67
EMBOAR,0,Emboar,,FIRE,FIGHTING,110,123,65,100,65,65,528,BLAZE,,RECKLESS,Field,,Parabolic,45,264
EMOLGA,0,Emolga,,ELECTRIC,FLYING,55,75,60,75,60,103,428,STATIC,,MOTORDRIVE,Field,,Medium,200,150
EMPOLEON,0,Empoleon,,WATER,STEEL,84,86,88,111,101,60,530,TORRENT,,DEFIANT,Water1,Field,Parabolic,45,265
ENAMORUS,0,Enamorus,,FAIRY,FLYING,74,115,70,135,80,106,580,CUTECHARM,,CONTRARY,Undiscovered,,Slow,3,116
ENAMORUS_1,1,Enamorus,,FAIRY,FLYING,74,115,110,135,100,46,580,OVERCOAT,,CONTRARY,Undiscovered,,Slow,3,116
ENTEI,0,Entei,,FIRE,,115,115,85,90,75,100,580,PRESSURE,,INNERFOCUS,Undiscovered,,Slow,3,290
ESCAVALIER,0,Escavalier,,BUG,STEEL,70,135,105,60,105,20,495,SWARM,SHELLARMOR,OVERCOAT,Bug,,Medium,75,173
ESPATHRA,0,Espathra,,PSYCHIC,,95,60,60,101,60,105,481,OPPORTUNIST,FRISK,SPEEDBOOST,Flying,,Parabolic,60,168
ESPEON,0,Espeon,,PSYCHIC,,65,65,60,130,95,110,525,SYNCHRONIZE,,MAGICBOUNCE,Field,,Medium,45,184
ESPURR,0,Espurr,,PSYCHIC,,62,48,54,63,60,68,355,KEENEYE,INFILTRATOR,OWNTEMPO,Field,,Medium,190,71
ETERNATUS,0,Eternatus,,POISON,DRAGON,140,85,95,145,95,130,690,PRESSURE,,,Undiscovered,,Slow,255,345
EXCADRILL,0,Excadrill,,GROUND,STEEL,110,135,60,50,65,88,508,SANDRUSH,SANDFORCE,MOLDBREAKER,Field,,Medium,60,178
EXCALIBOULD,0,Excalibould,,ROCK,FAIRY,50,50,82,36,70,38,326,STURDY,POWERSPOT,JUSTIFIED,Mineral,Fairy,Erratic,45,78
EXEGGCUTE,0,Exeggcute,,GRASS,PSYCHIC,60,40,80,60,45,40,325,CHLOROPHYLL,,HARVEST,Grass,,Slow,90,65
EXEGGUTOR,0,Exeggutor,,GRASS,PSYCHIC,95,60,105,125,90,55,530,CHLOROPHYLL,,HARVEST,Grass,,Slow,45,186
EXEGGUTOR_1,1,Exeggutor,,GRASS,DRAGON,105,125,90,105,75,30,530,FRISK,,HARVEST,Grass,,Slow,45,186
EXPLOUD,0,Exploud,,SOUND,,104,96,78,96,78,38,490,SOUNDPROOF,AMPLIFY,CACOPHONY,Monster,Field,Parabolic,45,245
FALINKS,0,Falinks,,FIGHTING,,65,100,100,70,60,75,470,BATTLEARMOR,,DEFIANT,Fairy,Mineral,Medium,45,165
FARFETCHD,0,Farfetch'd,,NORMAL,FLYING,52,90,55,58,62,60,377,KEENEYE,INNERFOCUS,DEFIANT,Flying,Field,Medium,45,132
FARFETCHD_1,1,Farfetch'd,,FIGHTING,,52,95,55,58,62,55,377,STEADFAST,,SCRAPPY,Flying,Field,Medium,45,132
FARIGIRAF,0,Farigiraf,,NORMAL,PSYCHIC,120,90,70,110,70,60,520,CUDCHEW,ARMORTAIL,SAPSIPPER,Field,,Medium,45,260
FATAIL,0,Fatail,,FAIRY,POISON,65,100,76,60,77,109,487,CUTECHARM,TOUGHCLAWS,EROTOXIN,Fairy,Field,Medium,70,166
FEAROW,0,Fearow,,NORMAL,FLYING,65,90,65,61,61,100,442,KEENEYE,,SNIPER,Flying,,Medium,90,155
FEEBAS,0,Feebas,,WATER,,20,15,20,10,55,80,200,SWIFTSWIM,OBLIVIOUS,ADAPTABILITY,Water1,Dragon,Erratic,255,40
FENNEKIN,0,Fennekin,,FIRE,,40,45,40,62,60,60,307,BLAZE,,MAGICIAN,Field,,Parabolic,45,61
FERALIGATR,0,Feraligatr,,WATER,,85,109,100,75,83,83,535,TORRENT,,SHEERFORCE,Monster,Water1,Parabolic,45,265
FERROGONAL,0,Ferrogonal,,STEEL,WATER,80,50,50,110,135,105,530,LEVITATE,LIQUIDOOZE,SHARPNESS,Mineral,,Medium,25,156
FERROSEED,0,Ferroseed,,GRASS,STEEL,44,50,91,24,86,10,305,IRONBARBS,,,Grass,Mineral,Medium,255,61
FERROTHORN,0,Ferrothorn,,GRASS,STEEL,74,94,131,54,116,20,489,IRONBARBS,,ANTICIPATION,Grass,Mineral,Medium,90,171
FEZANDIPITI,0,Fezandipiti,,POISON,FAIRY,88,91,82,70,125,99,555,TOXICCHAIN,,TECHNICIAN,Undiscovered,,Slow,3,278
FIDOUGH,0,Fidough,,FAIRY,,37,55,70,30,55,65,312,OWNTEMPO,AROMAVEIL,KLUTZ,Field,Mineral,Parabolic,190,62
FINIZEN,0,Finizen,,WATER,,70,45,40,45,40,75,315,WATERVEIL,,,Field,Water2,Slow,200,63
FINNEON,0,Finneon,,WATER,,49,49,56,49,61,66,330,SWIFTSWIM,STORMDRAIN,WATERVEIL,Water2,,Erratic,190,66
FLAAFFY,0,Flaaffy,,ELECTRIC,,70,55,55,80,60,45,365,STATIC,,PLUS,Monster,Field,Parabolic,120,128
FLABEBE,0,Flabébé,,FAIRY,,44,38,39,61,79,42,303,FLOWERVEIL,,SYMBIOSIS,Fairy,,Medium,225,61
FLABEBE_1,1,Flabébé,,FAIRY,,44,38,39,61,79,42,303,FLOWERVEIL,,SYMBIOSIS,Fairy,,Medium,225,61
FLABEBE_2,2,Flabébé,,FAIRY,,44,38,39,61,79,42,303,FLOWERVEIL,,SYMBIOSIS,Fairy,,Medium,225,61
FLABEBE_3,3,Flabébé,,FAIRY,,44,38,39,61,79,42,303,FLOWERVEIL,,SYMBIOSIS,Fairy,,Medium,225,61
FLABEBE_4,4,Flabébé,,FAIRY,,44,38,39,61,79,42,303,FLOWERVEIL,,SYMBIOSIS,Fairy,,Medium,225,61
FLAMIGO,0,Flamigo,,FLYING,FIGHTING,82,115,74,75,64,90,500,SCRAPPY,TANGLEDFEET,COSTAR,Flying,,Parabolic,100,175
FLAPPLE,0,Flapple,,GRASS,DRAGON,70,110,80,95,60,70,485,RIPEN,GLUTTONY,HUSTLE,Grass,Dragon,Erratic,45,170
FLAREON,0,Flareon,,FIRE,,95,130,60,65,60,110,520,FLASHFIRE,,GUTS,Field,,Medium,45,184
FLETCHINDER,0,Fletchinder,,FIRE,FLYING,62,73,55,56,52,84,382,FLAMEBODY,,GALEWINGS,Flying,,Parabolic,120,134
FLETCHLING,0,Fletchling,,NORMAL,FLYING,45,50,43,40,38,62,278,BIGPECKS,,GALEWINGS,Flying,,Parabolic,255,56
FLITTLE,0,Flittle,,PSYCHIC,,30,35,30,55,30,75,255,ANTICIPATION,FRISK,SPEEDBOOST,Flying,,Parabolic,120,51
FLOATUSK,0,Floatusk,,WATER,FIGHTING,82,87,80,50,62,44,405,TORRENT,,PRESSURIZE,Water1,Monster,Parabolic,45,100
FLOATZEL,0,Floatzel,,WATER,,85,105,55,85,50,115,495,SWIFTSWIM,,WATERVEIL,Water1,Field,Medium,75,173
FLOETTE,0,Floette,,FAIRY,,54,45,47,75,98,52,371,FLOWERVEIL,,SYMBIOSIS,Fairy,,Medium,120,130
FLOETTE_1,1,Floette,,FAIRY,,54,45,47,75,98,52,371,FLOWERVEIL,,SYMBIOSIS,Fairy,,Medium,120,130
FLOETTE_2,2,Floette,,FAIRY,,54,45,47,75,98,52,371,FLOWERVEIL,,SYMBIOSIS,Fairy,,Medium,120,130
FLOETTE_3,3,Floette,,FAIRY,,54,45,47,75,98,52,371,FLOWERVEIL,,SYMBIOSIS,Fairy,,Medium,120,130
FLOETTE_4,4,Floette,,FAIRY,,54,45,47,75,98,52,371,FLOWERVEIL,,SYMBIOSIS,Fairy,,Medium,120,130
FLOETTE_5,5,Floette,,FAIRY,,74,65,67,125,128,92,551,FLOWERVEIL,,SYMBIOSIS,Undiscovered,,Medium,120,243
FLORAGATO,0,Floragato,,GRASS,,61,80,63,60,63,83,410,OVERGROW,,PROTEAN,Field,Grass,Parabolic,45,144
FLORGES,0,Florges,,FAIRY,,78,65,68,112,154,75,552,FLOWERVEIL,,SYMBIOSIS,Fairy,,Medium,45,276
FLORGES_1,1,Florges,,FAIRY,,78,65,68,112,154,75,552,FLOWERVEIL,,SYMBIOSIS,Fairy,,Medium,45,276
FLORGES_2,2,Florges,,FAIRY,,78,65,68,112,154,75,552,FLOWERVEIL,,SYMBIOSIS,Fairy,,Medium,45,276
FLORGES_3,3,Florges,,FAIRY,,78,65,68,112,154,75,552,FLOWERVEIL,,SYMBIOSIS,Fairy,,Medium,45,276
FLORGES_4,4,Florges,,FAIRY,,78,65,68,112,154,75,552,FLOWERVEIL,,SYMBIOSIS,Fairy,,Medium,45,276
FLUTTERMANE,0,Flutter Mane,,GHOST,FAIRY,55,55,55,135,135,135,570,PROTOSYNTHESIS,,,Undiscovered,,Slow,30,285
FLYGON,0,Flygon,,GROUND,DRAGON,80,100,80,100,80,100,540,LEVITATE,,,Bug,Dragon,Parabolic,45,260
FOMALUNG,0,Fomalung,,DRAGON,,40,35,50,55,35,35,250,STURDY,SHIELDDUST,NOGUARD,Dragon,,Medium,190,62
FOMANTIS,0,Fomantis,,GRASS,,40,55,35,50,35,35,250,LEAFGUARD,,CONTRARY,Grass,,Medium,190,50
FOONGUS,0,Foongus,,GRASS,POISON,69,55,45,55,55,15,294,EFFECTSPORE,,REGENERATOR,Grass,,Medium,190,59
FORRETRESS,0,Forretress,,BUG,STEEL,85,100,140,60,60,40,485,STURDY,SKILLLINK,HEATPROOF,Bug,,Medium,75,163
FRAXURE,0,Fraxure,,DRAGON,,66,117,70,40,50,67,410,RIVALRY,MOLDBREAKER,SHARPNESS,Monster,Dragon,Parabolic,60,144
FRIGIBAX,0,Frigibax,,DRAGON,ICE,65,75,45,35,45,55,320,THERMALEXCHANGE,,ICEBODY,Dragon,Mineral,Slow,45,64
FRILLISH,0,Frillish,,WATER,GHOST,55,40,50,65,85,40,335,WATERABSORB,CURSEDBODY,DAMP,Amorphous,,Medium,190,67
FROAKIE,0,Froakie,,WATER,,41,56,40,62,44,71,314,TORRENT,,PROTEAN,Water1,,Parabolic,45,63
FROGADIER,0,Frogadier,,WATER,,54,63,52,83,56,97,405,TORRENT,,PROTEAN,Water1,,Parabolic,45,142
FROSLASS,0,Froslass,,ICE,GHOST,70,80,70,80,70,110,480,SNOWCLOAK,,CURSEDBODY,Fairy,Mineral,Medium,75,168
FROSLASS_1,1,Froslass,,GHOST,POISON,80,50,70,110,70,100,480,LEVITATE,,FLAREBOOST,Fairy,Mineral,Medium,75,168
FROSLASS_2,2,Froslass,,GHOST,FIRE,80,50,70,110,70,100,480,LEVITATE,,FLAREBOOST,Fairy,Mineral,Medium,75,168
FROSMOTH,0,Frosmoth,,ICE,BUG,70,65,60,125,90,65,475,SHIELDDUST,,ICESCALES,Bug,,Medium,75,168
FUECOCO,0,Fuecoco,,FIRE,,67,45,59,63,40,36,310,BLAZE,,UNAWARE,Field,,Parabolic,45,62
FURFROU,0,Furfrou,,NORMAL,,75,80,60,65,90,102,472,FURCOAT,,,Field,,Medium,160,165
FURFROU_1,1,Furfrou,,NORMAL,,75,80,60,65,90,102,472,FURCOAT,,,Field,,Medium,160,165
FURFROU_2,2,Furfrou,,NORMAL,,75,80,60,65,90,102,472,FURCOAT,,,Field,,Medium,160,165
FURFROU_3,3,Furfrou,,NORMAL,,75,80,60,65,90,102,472,FURCOAT,,,Field,,Medium,160,165
FURFROU_4,4,Furfrou,,NORMAL,,75,80,60,65,90,102,472,FURCOAT,,,Field,,Medium,160,165
FURFROU_5,5,Furfrou,,NORMAL,,75,80,60,65,90,102,472,FURCOAT,,,Field,,Medium,160,165
FURFROU_6,6,Furfrou,,NORMAL,,75,80,60,65,90,102,472,FURCOAT,,,Field,,Medium,160,165
FURFROU_7,7,Furfrou,,NORMAL,,75,80,60,65,90,102,472,FURCOAT,,,Field,,Medium,160,165
FURFROU_8,8,Furfrou,,NORMAL,,75,80,60,65,90,102,472,FURCOAT,,,Field,,Medium,160,165
FURFROU_9,9,Furfrou,,NORMAL,,75,80,60,65,90,102,472,FURCOAT,,,Field,,Medium,160,165
FURRET,0,Furret,,NORMAL,,85,85,65,45,65,95,440,FURCOAT,KEENEYE,FRISK,Field,,Medium,90,145
GABITE,0,Gabite,,DRAGON,GROUND,68,90,65,50,55,82,410,SANDVEIL,,ROUGHSKIN,Monster,Dragon,Slow,45,144
GACHIGACHOO,0,Gachigachoo,,ELECTRIC,ICE,55,80,70,80,80,100,465,STATIC,FLUFFY,ADAPTABILITY,Field,Fairy,Fast,75,100
GALAFTY,0,Galafty,,POISON,PSYCHIC,80,65,85,93,120,45,488,LEVITATE,,CAUSTICFUMES,Xenoverse,,Medium,90,171
GALLADE,0,Gallade,,PSYCHIC,FIGHTING,68,125,65,65,115,80,518,STEADFAST,,JUSTIFIED,Humanlike,Amorphous,Slow,45,259
GALLADE_1,1,Gallade,,DARK,FLYING,68,130,65,60,90,105,518,INTIMIDATE,HYPERCUTTER,AERILATE,Humanlike,Amorphous,Slow,45,259
GALLADE_2,2,Gallade,,PSYCHIC,FIGHTING,68,165,95,65,115,110,618,INNERFOCUS,,INNERFOCUS,Humanlike,Amorphous,Slow,45,309
GALVANTULA,0,Galvantula,,BUG,ELECTRIC,70,77,60,97,60,108,472,COMPOUNDEYES,UNNERVE,SWARM,Bug,,Medium,75,165
GALVANTULAX,0,Galvantula,,BUG,ICE,70,64,50,110,50,128,472,COMPOUNDEYES,SHIELDDUST,SNOWWARNING,Xenoverse,,Medium,45,64
GARBODOR,0,Garbodor,,POISON,,80,95,82,60,82,75,474,STENCH,WEAKARMOR,AFTERMATH,Mineral,,Medium,60,166
GARCHOMP,0,Garchomp,,DRAGON,GROUND,108,130,95,80,85,102,600,SANDVEIL,,ROUGHSKIN,Monster,Dragon,Slow,45,300
GARCHOMP_1,1,Garchomp,,DRAGON,GROUND,108,170,115,120,95,92,700,SANDFORCE,,SANDFORCE,Monster,Dragon,Slow,45,350
GARDEVOIR,0,Gardevoir,,PSYCHIC,FAIRY,68,65,65,125,115,80,518,SYNCHRONIZE,TRACE,TELEPATHY,Humanlike,Amorphous,Slow,45,259
GARDEVOIR_1,1,Gardevoir,,DARK,FAIRY,68,60,65,130,110,85,518,DISHEARTEN,TRACE,QUEENLYMAJESTY,Humanlike,Amorphous,Slow,45,259
GARDEVOIR_2,2,Gardevoir,,PSYCHIC,FAIRY,68,85,65,165,135,100,618,PIXILATE,,PIXILATE,Humanlike,Amorphous,Slow,45,309
GARGANACL,0,Garganacl,,ROCK,,100,100,130,45,90,35,500,PURIFYINGSALT,STURDY,CLEARBODY,Mineral,,Parabolic,45,250
GASTLY,0,Gastly,,GHOST,POISON,30,35,30,100,35,80,310,LEVITATE,,CURSEDBODY,Amorphous,,Parabolic,190,62
GASTLYX,0,Gastly,,DRAGON,,30,35,30,100,65,35,295,OBLIVIOUS,MOLDBREAKER,BERSERK,Xenoverse,,Parabolic,45,62
GASTRODON,0,Gastrodon,,WATER,GROUND,111,83,68,92,82,39,475,STICKYHOLD,STORMDRAIN,SANDFORCE,Water1,Amorphous,Medium,75,166
GASTRODON_1,1,Gastrodon,,WATER,GROUND,111,83,68,92,82,39,475,STICKYHOLD,STORMDRAIN,SANDFORCE,Water1,Amorphous,Medium,75,166
GENESECT,0,Genesect,,BUG,STEEL,71,120,95,120,95,99,600,DOWNLOAD,,,Undiscovered,,Slow,3,300
GENESECT_1,1,Genesect,,BUG,STEEL,71,120,95,120,95,99,600,DOWNLOAD,,,Undiscovered,,Slow,3,300
GENESECT_2,2,Genesect,,BUG,STEEL,71,120,95,120,95,99,600,DOWNLOAD,,,Undiscovered,,Slow,3,300
GENESECT_3,3,Genesect,,BUG,STEEL,71,120,95,120,95,99,600,DOWNLOAD,,,Undiscovered,,Slow,3,300
GENESECT_4,4,Genesect,,BUG,STEEL,71,120,95,120,95,99,600,DOWNLOAD,,,Undiscovered,,Slow,3,300
GENGAR,0,Gengar,,GHOST,POISON,60,65,60,130,75,110,500,LEVITATE,,CURSEDBODY,Amorphous,,Parabolic,45,250
GENGARX,0,Gengar,,DRAGON,PSYCHIC,80,70,80,130,85,55,500,OBLIVIOUS,ILLUMINATE,BERSERK,Xenoverse,,Parabolic,45,250
GENGAR_1,1,Gengar,,GHOST,POISON,60,65,80,170,95,130,600,SHADOWTAG,,SHADOWTAG,Amorphous,,Parabolic,45,300
GEODUDE,0,Geodude,,ROCK,GROUND,40,80,100,30,30,20,300,ROCKHEAD,STURDY,SANDVEIL,Mineral,,Parabolic,255,60
GEODUDE_1,1,Geodude,,ROCK,ELECTRIC,40,80,75,20,55,30,300,MAGNETPULL,STURDY,GALVANIZE,Mineral,,Parabolic,255,60
GHIFT,0,WIP,,NORMAL,SOUND,1,1,1,1,1,1,6,RUNAWAY,,,Undiscovered,,Slow,1,100
GHOLDENGO,0,Gholdengo,,STEEL,GHOST,87,75,87,127,87,87,550,GOODASGOLD,,,Mineral,,Slow,45,275
GIBLE,0,Gible,,DRAGON,GROUND,58,70,45,40,45,42,300,SANDVEIL,,ROUGHSKIN,Monster,Dragon,Slow,45,60
GIGALITH,0,Gigalith,,ROCK,,85,60,130,135,80,25,515,STURDY,SANDSTREAM,SOLARPOWER,Mineral,,Parabolic,45,258
GIMMIGHOUL,0,Gimmighoul,,GHOST,,47,37,70,75,70,17,316,RATTLED,PIGGYBANK,RUNAWAY,Mineral,,Slow,45,60
GIMMIGHOUL_1,1,Gimmighoul,,GHOST,,47,37,70,75,70,17,316,RUNAWAY,,RUNAWAY,Mineral,,Slow,0,60
GIRAFARIG,0,Girafarig,,NORMAL,PSYCHIC,70,80,65,90,65,85,455,INNERFOCUS,EARLYBIRD,SAPSIPPER,Field,,Medium,60,159
GIRATINA,0,Giratina,,GHOST,DRAGON,150,100,120,100,120,90,680,PRESSURE,,TELEPATHY,Undiscovered,,Slow,3,340
GIRATINA_1,1,Giratina,,GHOST,DRAGON,150,120,100,120,100,90,680,LEVITATE,,LEVITATE,Undiscovered,,Slow,3,340
GLACEON,0,Glaceon,,ICE,,65,60,110,130,95,65,525,SNOWCLOAK,,ICEBODY,Field,,Medium,45,184
GLALIE,0,Glalie,,ICE,,80,80,80,80,80,80,480,INNERFOCUS,ICEBODY,MOODY,Fairy,Mineral,Medium,75,168
GLALIE_1,1,Glalie,,GHOST,ROCK,100,100,100,60,90,30,480,FLASHFIRE,MAGMAARMOR,LEVITATE,Fairy,Mineral,Medium,75,168
GLALIE_2,2,Glalie,,ICE,,80,120,80,120,80,100,580,REFRIGERATE,,REFRIGERATE,Fairy,Mineral,Medium,75,203
GLAMEOW,0,Glameow,,NORMAL,,49,55,42,42,37,85,310,LIMBER,OWNTEMPO,KEENEYE,Field,,Fast,190,62
GLASTRIER,0,Glastrier,,ICE,,100,145,130,65,110,30,580,CHILLINGNEIGH,,,Undiscovered,,Slow,3,290
GLIGAR,0,Gligar,,GROUND,FLYING,65,75,105,35,65,85,430,HYPERCUTTER,SANDFORCE,IMMUNITY,Bug,,Parabolic,60,86
GLIMMET,0,Glimmet,,ROCK,POISON,48,35,42,105,60,60,350,TOXICDEBRIS,,CORROSION,Mineral,,Parabolic,70,70
GLIMMORA,0,Glimmora,,ROCK,POISON,83,55,90,130,81,86,525,TOXICDEBRIS,,CORROSION,Mineral,,Parabolic,25,184
GLISCOR,0,Gliscor,,GROUND,FLYING,75,95,125,45,75,95,510,HYPERCUTTER,SANDVEIL,POISONHEAL,Bug,,Parabolic,30,179
GLOOM,0,Gloom,,GRASS,POISON,60,65,70,85,75,40,395,STENCH,AROMAVEIL,CORROSION,Grass,,Parabolic,120,138
GOGOAT,0,Gogoat,,GRASS,GROUND,123,100,77,67,81,83,531,GRASSPELT,SAPSIPPER,SEEDSOWER,Field,,Medium,45,186
GOLADO,0,Golado,,GROUND,FAIRY,95,55,80,98,80,75,483,REGENERATOR,FRIENDGUARD,MISTYSURGE,Mineral,,Medium,90,169
GOLANTIS,0,Golantis,,GROUND,DRAGON,115,55,80,98,80,55,483,REGENERATOR,FRIENDGUARD,MULTISCALE,Mineral,,Medium,90,169
GOLARTHA,0,Golartha,,GROUND,SOUND,115,55,100,98,60,55,483,REGENERATOR,FRIENDGUARD,AMPLIFY,Mineral,,Medium,90,169
GOLBAT,0,Golbat,,POISON,FLYING,75,80,70,65,75,90,455,INNERFOCUS,,INFILTRATOR,Flying,,Medium,90,159
GOLDEEN,0,Goldeen,,WATER,,45,67,60,35,50,63,320,SWIFTSWIM,WATERVEIL,LIGHTNINGROD,Water2,,Medium,225,64
GOLDUCK,0,Golduck,,WATER,,80,82,78,95,80,85,500,DAMP,CLOUDNINE,SWIFTSWIM,Water1,Field,Medium,75,175
GOLEM,0,Golem,,ROCK,GROUND,80,120,130,55,65,45,495,ROCKHEAD,STURDY,SANDVEIL,Mineral,,Parabolic,45,248
GOLEM_1,1,Golem,,ROCK,ELECTRIC,80,120,105,45,90,55,495,MAGNETPULL,STURDY,GALVANIZE,Mineral,,Parabolic,45,248
GOLETT,0,Golett,,GROUND,GHOST,59,74,50,35,50,35,303,IRONFIST,KLUTZ,NOGUARD,Undiscovered,,Medium,190,100
GOLETT_1,1,Golett,,GROUND,,84,25,55,64,55,20,303,REGENERATOR,FRIENDGUARD,SCREENCLEANER,Mineral,,Medium,255,61
GOLISOPOD,0,Golisopod,,BUG,WATER,75,125,140,60,90,40,530,EMERGENCYEXIT,,SHELLARMOR,Bug,Water3,Medium,45,186
GOLURK,0,Golurk,,GROUND,GHOST,89,124,80,55,80,55,483,IRONFIST,KLUTZ,NOGUARD,Mineral,,Medium,90,169
GOODRA,0,Goodra,,DRAGON,WATER,90,80,80,110,150,90,600,SAPSIPPER,HYDRATION,GOOEY,Dragon,,Slow,45,300
GOODRA_1,1,Goodra,,STEEL,DRAGON,80,100,100,110,150,60,600,SAPSIPPER,SHELLARMOR,GOOEY,Dragon,,Slow,45,300
GOOMBEAR,0,Goombear,,FIRE,FAIRY,108,116,92,62,86,55,519,THICKFAT,GLUTTONY,MARSHMALLOW,Field,Monster,Medium,120,68
GOOMY,0,Goomy,,DRAGON,WATER,45,30,45,55,75,50,300,SAPSIPPER,HYDRATION,GOOEY,Dragon,,Slow,45,60
GOREBYSS,0,Gorebyss,,WATER,,55,84,105,114,75,52,485,SWIFTSWIM,,HYDRATION,Water1,,Erratic,60,170
GOROCHU,0,Gorochu,,ELECTRIC,FIGHTING,100,115,90,100,90,100,595,DEFIANT,LIGHTNINGROD,ADAPTABILITY,Field,Fairy,Medium,30,243
GOSSIFLEUR,0,Gossifleur,,GRASS,,55,50,60,55,80,10,310,COTTONDOWN,REGENERATOR,HOSPITALITY,Grass,,Medium,190,50
GOTHITA,0,Gothita,,PSYCHIC,,45,30,50,55,65,45,290,FRISK,COMPETITIVE,SHADOWTAG,Humanlike,,Parabolic,200,58
GOTHITELLE,0,Gothitelle,,PSYCHIC,,70,55,95,95,110,65,490,FRISK,COMPETITIVE,SHADOWTAG,Humanlike,,Parabolic,50,245
GOTHORITA,0,Gothorita,,PSYCHIC,,60,45,70,75,85,55,390,FRISK,COMPETITIVE,SHADOWTAG,Humanlike,,Parabolic,100,137
GOUGINGFIRE,0,Gouging Fire,,FIRE,DRAGON,105,115,121,65,93,91,590,PROTOSYNTHESIS,,,Undiscovered,,Slow,10,295
GOURGEIST,0,Gourgeist,,GHOST,GRASS,55,85,122,58,75,99,494,PICKUP,FRISK,,Amorphous,,Medium,60,173
GOURGEIST_1,1,Gourgeist,,GHOST,GRASS,65,90,122,58,75,84,494,PICKUP,FRISK,INSOMNIA,Amorphous,,Medium,60,173
GOURGEIST_2,2,Gourgeist,,GHOST,GRASS,75,95,122,58,75,69,494,PICKUP,FRISK,,Amorphous,,Medium,60,173
GOURGEIST_3,3,Gourgeist,,GHOST,GRASS,85,100,122,58,75,54,494,PICKUP,FRISK,INSOMNIA,Amorphous,,Medium,60,173
GRAFAIAI,0,Grafaiai,,POISON,NORMAL,63,100,65,85,72,110,495,UNBURDEN,POISONTOUCH,PRANKSTER,Field,,Parabolic,90,170
GRANBULL,0,Granbull,,FAIRY,NORMAL,100,120,75,60,60,45,460,INTIMIDATE,QUICKFEET,STRONGJAW,Field,Fairy,Fast,75,158
GRAPPLOCT,0,Grapploct,,FIGHTING,,80,118,90,70,80,42,480,LIMBER,,TECHNICIAN,Water1,Humanlike,Parabolic,45,168
GRAVELER,0,Graveler,,ROCK,GROUND,55,95,115,45,45,35,390,ROCKHEAD,STURDY,SANDVEIL,Mineral,,Parabolic,120,137
GRAVELER_1,1,Graveler,,ROCK,ELECTRIC,55,95,90,35,70,45,390,MAGNETPULL,STURDY,GALVANIZE,Mineral,,Parabolic,120,137
GREATTUSK,0,Great Tusk,,GROUND,FIGHTING,115,131,131,53,53,87,570,PROTOSYNTHESIS,,,Undiscovered,,Slow,30,285
GREAVARD,0,Greavard,,GHOST,,50,61,60,30,55,34,290,PICKUP,,FLUFFY,Field,,Parabolic,120,58
GREEDENT,0,Greedent,,NORMAL,,120,95,95,55,75,20,460,CHEEKPOUCH,,GLUTTONY,Field,,Medium,90,161
GRENINJA,0,Greninja,,WATER,DARK,72,95,67,103,71,122,530,TORRENT,,PROTEAN,Water1,,Parabolic,45,265
GRENINJAX,0,WIP,,NORMAL,SOUND,1,1,1,1,1,1,6,RUNAWAY,,,Undiscovered,,Slow,1,100
GRENINJA_1,1,Greninja,,WATER,DARK,72,95,67,103,71,122,530,BATTLEBOND,,BATTLEBOND,Undiscovered,,Parabolic,45,265
GRENINJA_2,2,Greninja,,WATER,DARK,72,145,67,153,71,132,640,BATTLEBOND,,BATTLEBOND,Water1,,Parabolic,45,320
GRIMER,0,Grimer,,POISON,,80,40,50,80,50,25,325,STENCH,STICKYHOLD,OBLIVIOUS,Amorphous,,Medium,190,65
GRIMER_1,1,Grimer,,POISON,DARK,80,80,50,40,50,25,325,POISONTOUCH,GLUTTONY,POWEROFALCHEMY,Amorphous,,Medium,190,65
GRIMMSNARL,0,Grimmsnarl,,DARK,FAIRY,95,120,65,95,75,60,510,PRANKSTER,FRISK,PICKPOCKET,Fairy,Humanlike,Medium,45,255
GROOKEY,0,Grookey,,GRASS,,50,65,50,40,40,65,310,OVERGROW,,GRASSYSURGE,Field,Grass,Parabolic,45,62
GROTLE,0,Grotle,,GRASS,,75,89,85,55,65,36,405,OVERGROW,,SHELLARMOR,Monster,Grass,Parabolic,45,142
GROUDON,0,Groudon,,GROUND,,100,150,140,100,90,90,670,DROUGHT,,,Undiscovered,,Slow,3,335
GROUDON_1,1,Groudon,,GROUND,FIRE,100,180,160,150,90,90,770,DESOLATELAND,,,Undiscovered,,Slow,3,385
GROVYLE,0,Grovyle,,GRASS,,50,65,45,85,65,95,405,OVERGROW,,UNBURDEN,Monster,Dragon,Parabolic,45,142
GROWLITHE,0,Growlithe,,FIRE,,55,70,45,70,50,60,350,INTIMIDATE,FLASHFIRE,JUSTIFIED,Field,,Slow,190,70
GROWLITHE_1,1,Growlithe,,FIRE,ROCK,60,75,45,65,50,55,350,INTIMIDATE,GUARDDOG,ROCKHEAD,Field,,Slow,190,70
GRUBBIN,0,Grubbin,,BUG,,47,62,45,55,45,46,300,SWARM,,HYPERCUTTER,Bug,,Medium,255,60
