id,name,type,category,power,accuracy,pp,priority,target,description
IVYCUDGEL,Ivy Cudgel,GRASS,,100,100,10,0,NearOther,An ivy-wrapped cudgel strike with a high critical-hit ratio. Type changes based on the user's Mask.
JAWLOCK,Jaw Lock,DARK,,80,100,10,0,NearOther,"The user grabs the target with its jaws, preventing the user and the target from switching out until either of them faints."
JETPUNCH,Jet Punch,WATER,,60,100,15,1,NearOther,The user summons a torrent around its fist and punches at blinding speed. Always goes first.
JETSTRIKE,Jet Strike,SOUND,,40,100,20,1,NearOther,The user lunges at the target at the speed of sound. It is sure to strike first.
JOYFORCE,Joy Force,NORMAL,Physical,1,100,20,0,NearOther,The user sends a friendship beam that grows more powerful the more the user likes its Trainer.
JUDGMENT,Judgment,NORMAL,Physical,100,100,10,0,NearOther,The user releases countless shots of light. Its type varies with the kind of Plate the user is holding.
JUMPKICK,Jump Kick,FIGHTING,,100,95,10,0,NearOther,"The user jumps up high, then strikes with a kick. If the kick misses, the user hurts itself."
JUMPSCARE,Jumpscare,GHOST,,40,100,10,3,NearOther,An attack that hits first and makes the target flinch with fear. Only works the first turn the user switches in.
JUNGLEHEALING,Jungle Healing,GRASS,Special,0,0,10,0,UserAndAllies,"The user becomes one with the jungle, and restores HP and cures status conditions of itself and allies."
KARATECHOP,Karate Chop,FIGHTING,,50,100,25,0,NearOther,The target is attacked with a sharp chop. Critical hits land more easily.
KINESIS,Kinesis,PSYCHIC,Special,0,80,15,0,NearOther,The user distracts the target by bending a spoon. It lowers the target's accuracy.
KINGSSHIELD,King's Shield,STEEL,Special,0,0,10,4,User,Protects itself from damage. It also harshly lowers the Attack of attackers that make contact.
KNOCKOFF,Knock Off,DARK,,65,100,20,0,NearOther,"The user slaps down the target's held item, preventing that item from being used in the battle."
KOWTOWCLEAVE,Kowtow Cleave,DARK,,85,0,10,0,NearOther,"The user kowtows to make the target lower its guard, then slashes. This attack never misses."
LANDSWRATH,Land's Wrath,GROUND,,90,100,10,0,AllNearFoes,The user gathers the energy of the land and focuses that power on foes to damage them.
LASERFOCUS,Laser Focus,NORMAL,Special,0,0,30,0,User,The user focuses intensely. The attack on the next turn always results in a critical hit.
LASHOUT,Lash Out,DARK,,75,100,5,0,NearOther,The user lashes out to vent its frustration. Power is doubled if its stats dropped this turn.
LASTRESORT,Last Resort,NORMAL,,140,100,5,0,NearOther,This move can be used only after the user has used all the other moves it knows in the battle.
LASTRESPECTS,Last Respects,GHOST,,50,100,10,0,NearOther,The user attacks to avenge its allies. The move’s power increases for each defeated ally.
LAVAPLUME,Lava Plume,FIRE,Physical,80,100,15,0,AllNearOthers,An inferno of scarlet flames torches everything around the user. It may leave targets with a burn.
LEAFAGE,Leafage,GRASS,,40,100,40,0,NearOther,The user attacks by pelting the target with leaves.
LEAFBLADE,Leaf Blade,GRASS,,90,100,15,0,NearOther,The user handles a sharp leaf like a sword and attacks by slashing. It has a high critical-hit ratio.
LEAFSTORM,Leaf Storm,GRASS,Physical,130,90,5,0,NearOther,A storm of sharp is whipped up. The attack's recoil harshly reduces the user's Sp. Atk stat.
LEAFTORNADO,Leaf Tornado,GRASS,Physical,65,90,10,0,NearOther,The user attacks its foe by encircling it in sharp leaves. This attack may also lower the foe's accuracy.
LEECHLIFE,Leech Life,BUG,,80,100,10,0,NearOther,The user drains the target’s blood. The user’s HP is restored by up to half the damage taken by the target.
LEECHSEED,Leech Seed,GRASS,Special,0,90,10,0,NearOther,A seed is planted on the target. It steals some HP from the target every turn.
LEER,Leer,NORMAL,Special,0,100,30,0,AllNearFoes,The user gains an intimidating leer with sharp eyes. The target's Defense stat is reduced.
LICK,Lick,GHOST,,30,100,30,0,NearOther,"The target is licked with a long tongue, causing damage. It may also leave the target with paralysis."
LIFEDEW,Life Dew,WATER,Special,0,0,10,0,UserAndAllies,The user scatters mysterious water around and restores the HP of itself and its allies.
LIGHTOFRUIN,Light of Ruin,FAIRY,Physical,140,90,5,0,NearOther,Fires a powerful beam of light drawn from the Eternal Flower. It also damages the user a lot.
LIGHTSCREEN,Light Screen,PSYCHIC,Special,0,0,30,0,UserSide,A wondrous wall of light is put up to reduce damage from special moves for five turns.
LIQUIDATION,Liquidation,WATER,,85,100,10,0,NearOther,The user slams into the target using a full-force blast of water. May lower the target's Defense.
LIQUIDSAW,Liquid Saw,STEEL,Physical,85,100,10,0,NearOther,"The user spins its liquid metal body into a saw and slices the opponent. If Electric Terrain is up, it will always deal critical hits."
LOCKON,Lock-On,NORMAL,Special,0,0,5,0,NearOther,The user takes sure aim at the target. It ensures the next attack does not fail to hit the target.
LOVELYKISS,Lovely Kiss,NORMAL,Special,0,75,10,0,NearOther,"With a scary face, the user tries to force a kiss on the target. If it suceeds, the target falls asleep."
LOWKICK,Low Kick,FIGHTING,,1,100,20,0,NearOther,A powerful low kick that makes the foe fall over. It inflicts greater damage on heavier foes.
LOWSWEEP,Low Sweep,FIGHTING,,65,100,20,0,NearOther,"The user attacks the target's legs swiftly, reducing the target's Speed stat."
LUCKYCHANT,Lucky Chant,NORMAL,Special,0,0,30,0,UserSide,"The user chants an incantation toward the sky, preventing the foe from landing critical hits."
LUMINACRASH,Lumina Crash,PSYCHIC,Physical,80,100,10,0,NearOther,"The user attacks by unleashing a peculiar, mind-bending light that harshly lowers the target’s Sp. Def."
LUNARBLESSING,Lunar Blessing,PSYCHIC,Special,0,0,5,0,UserAndAllies,"The user is blessed by the moon, restoring HP and curing status conditions of itself and allies."
LUNARDANCE,Lunar Dance,PSYCHIC,Special,0,0,10,0,User,"The user faints. In return, the Pokémon taking its place will have its status and HP fully restored."
LUNGE,Lunge,BUG,,80,100,15,0,NearOther,"The user makes a lunge at the target, attacking with full force. This also lowers the target’s Attack stat."
LUSTERPURGE,Luster Purge,PSYCHIC,Physical,70,100,5,0,NearOther,The user lets loose a damaging burst of light. It may also reduce the target's Sp. Def stat.
MACHDIVE,Mach Dive,FLYING,,1,100,10,0,NearOther,"The user dives towards the target and attacks at incredible speed. The faster the user is than the target, the greater the move's power."
MACHPUNCH,Mach Punch,FIGHTING,,40,100,30,1,NearOther,The user throws a punch at blinding speed. It is certain to strike first.
MAGICALLEAF,Magical Leaf,GRASS,Physical,60,0,20,0,NearOther,The user scatters curious leaves that chase the target. This attack will not miss.
MAGICALTORQUE,Magical Torque,FAIRY,,100,100,10,0,NearOther,This move is only used by a Starmobile. It may confuse the target.
MAGICCOAT,Magic Coat,PSYCHIC,Special,0,0,15,4,User,A barrier reflects back to the target moves like Leech Seed and moves that damage status.
MAGICPOWDER,Magic Powder,PSYCHIC,Special,0,100,20,0,NearOther,The user scatters a cloud of magic powder that changes the target to Psychic type.
MAGICROOM,Magic Room,PSYCHIC,Special,0,0,10,0,BothSides,The user creates a bizarre area in which Pokémon's held items lose their effects for five turns.
MAGICWALL,Magic Wall,FAIRY,Special,0,0,5,0,UserSide,The user creates a wall under misty terrain that weakens moves for five turns.
MAGMAHURL,Magma Hurl,FIRE,,80,90,15,0,AllNearFoes,"Chunks of solid, red-hot magma rain down on all opponents. It may also flinch the target."
MAGMASTORM,Magma Storm,FIRE,Physical,100,75,5,0,NearOther,The target becomes trapped within a maelstrom of fire that rages for four to five turns.
MAGNETBOMB,Magnet Bomb,STEEL,,60,0,20,0,NearOther,The user launches steel bombs that stick to the target. This attack will not miss.
MAGNETICFLUX,Magnetic Flux,ELECTRIC,Special,0,0,20,0,UserAndAllies,Manipulates magnetic fields to raise the Defense and Sp. Def stats of allies with Plus or Minus Abilities.
MAGNETRISE,Magnet Rise,ELECTRIC,Special,0,0,10,0,User,The user levitates using electrically generated magnetism for five turns.
MAGNITUDE,Magnitude,GROUND,,1,100,30,0,AllNearOthers,The user looses a ground-shaking quake affecting everyone around the user. Its power varies.
MAKEITRAIN,Make It Rain,STEEL,Physical,120,100,5,0,AllNearFoes,"The user throws out a huge mass of coins, lowering its Sp. Atk stat. Money is earned after the battle."
MALIGNANTCHAIN,Malignant Chain,POISON,Physical,100,100,5,0,NearOther,"Wraps the target in a toxic, corrosive chain. This may also leave the target badly poisoned."
MATBLOCK,Mat Block,FIGHTING,Special,0,0,10,0,UserSide,"Using a pulled-up mat as a shield, the user protects itself and its allies from damaging moves."
MATCHAGOTCHA,Matcha Gotcha,GRASS,Physical,80,90,15,0,AllNearFoes,Blasts opponents with hot tea. Heals the user by half the damage dealt and may also burn targets.
MEANLOOK,Mean Look,NORMAL,Special,0,0,5,0,NearOther,"The user pins the target with a dark, arresting look. The target becomes unable to flee."
MEDITATE,Meditate,PSYCHIC,Special,0,0,40,0,User,The user meditates to awaken the power deep within its body and raise its Attack and Special Attack stat.
MEFIRST,Me First,NORMAL,Special,0,0,20,0,NearFoe,The user tries to cut ahead of the foe to steal and use the foe's intended move with greater power.
MEGADRAIN,Mega Drain,GRASS,Physical,55,100,15,0,NearOther,A nutrient-draining attack. The user's HP is restored by half the damage taken by the target.
MEGAHORN,Megahorn,BUG,,120,85,10,0,NearOther,"Using its tough and impressive horn, the user rams into the target with no letup."
MEGAKICK,Mega Kick,NORMAL,,120,75,5,0,NearOther,The target is attacked by a kick launched with muscle-packed power.
MEGAPUNCH,Mega Punch,NORMAL,,100,85,20,0,NearOther,The target is slugged by a punch thrown with muscle-packed power.
MEMENTO,Memento,DARK,Special,0,100,10,0,NearOther,"The user faints when using this move. In return, it harshly lowers the target's Attack and Sp. Atk."
METALBURST,Metal Burst,STEEL,,1,100,10,0,None,The user retaliates with much greater power against the target that last inflicted damage on it.
METALCLAW,Metal Claw,STEEL,,50,95,35,0,NearOther,The target is raked with steel claws. It may also raise the user's Attack stat.
METALSOUND,Metal Sound,STEEL,Special,0,85,40,0,NearOther,A horrible sound like scraping metal harshly reduces the target's Sp. Def stat.
METEORASSAULT,Meteor Assault,FIGHTING,,150,100,5,0,NearOther,The user attacks wildly with its thick leek. This move can’t be used twice in a row.
METEORBEAM,Meteor Beam,ROCK,Physical,120,90,10,0,NearOther,"Gathers space power and boosts its Sp. Atk stat on the first turn, attacks on the next turn."
METEORMASH,Meteor Mash,STEEL,,90,90,10,0,NearOther,The target is hit with a hard punch fired like a meteor. It may also raise the user's Attack.
METRONOME,Metronome,NORMAL,Special,0,0,10,0,User,The user waggles a finger and stimulates its brain into randomly using nearly any move.
MIGHTYCLEAVE,Mighty Cleave,ROCK,,95,100,5,0,NearOther,The user cleaves the target. This move hits even if the target protects itself.
MIGRAINE,Migraine,PSYCHIC,Physical,70,100,10,0,NearOther,The user gives the opponent a migraine. Always results in a critical hit if used a second time on the same target.
MILKDRINK,Milk Drink,NORMAL,Special,0,0,10,0,User,The user restores its own HP by up to half of its maximum HP. May also be used in the field to heal HP.
MIMIC,Mimic,NORMAL,Special,0,0,10,0,NearOther,The user copies the move last used by the foe. The move can be used until the user is switched out.
MINDBLOWN,Mind Blown,FIRE,Physical,150,100,5,0,AllNearOthers,The user attacks everything by causing its own head to explode. This also damages the user.
MINDCRUSH,Mind Crush,PSYCHIC,Physical,80,100,10,0,NearOther,User overwhelms the foe with its superior mental fortitude. Uses Sp. Defence to calculate damage.
MINDREADER,Mind Reader,NORMAL,Special,0,0,5,0,NearOther,The user senses the foe's movements with its mind to ensure its next attack does not miss the foe.
MINIMIZE,Minimize,NORMAL,Special,0,0,10,0,User,"The user compresses its body to make itself look smaller, which sharply raises its evasiveness."
MIRACLEEYE,Miracle Eye,PSYCHIC,Special,0,0,40,0,NearOther,Enables the user to hit a Dark type with any type of move. It also enables the user to hit an evasive foe.
MIRRORCOAT,Mirror Coat,PSYCHIC,Physical,1,100,20,-5,None,"A retaliation move that counters any special attack, inflicting double the damage taken."
MIRRORMOVE,Mirror Move,FLYING,Special,0,0,20,0,NearOther,The user counters the target by mimicking the target's last move.
MIRRORSHOT,Mirror Shot,STEEL,Physical,65,85,10,0,NearOther,The user looses a flash of energy from its polished body. It may also lower the target's accuracy.
MIST,Mist,ICE,Special,0,0,30,0,UserSide,The user cloaks its body with a white mist that prevents any of its stats from being cut for five turns.
MISTBALL,Mist Ball,PSYCHIC,Physical,70,100,5,0,NearOther,A mistlike flurry of down envelops and damages the target. It may also lower the target's Sp. Atk.
MISTYEXPLOSION,Misty Explosion,FAIRY,Physical,100,100,5,0,AllNearOthers,"The user unleashes an explosion of mist that hits everyone, at massive damage to itself. Power increases on Misty Terrain."
MISTYTERRAIN,Misty Terrain,FAIRY,Special,0,0,10,0,BothSides,The user covers the ground with mist for five turns. Grounded Pokémon can't gain status conditions.
MOONBLAST,Moonblast,FAIRY,Physical,95,100,15,0,NearOther,The user attacks by borrowing the power of the moon. This may also lower the target's Sp. Atk stat.
MOONGEISTBEAM,Moongeist Beam,GHOST,Physical,100,100,5,0,NearOther,The user emits a sinister ray. This move can be used on the target regardless of its Abilities.
MOONLIGHT,Moonlight,FAIRY,Special,0,0,5,0,User,The user restores its own HP. The amount of HP regained varies with the weather.
MOONSSAKE,Moon's Sake,FAIRY,Special,0,0,15,0,NearAlly,The user heals an ally and increases its Attack and Special Attack. Confuses them if not under sunlight.
MORNINGSUN,Morning Sun,NORMAL,Special,0,0,5,0,User,The user restores its own HP. The amount of HP regained varies with the weather.
MORTALSPIN,Mortal Spin,POISON,,30,100,15,0,AllNearFoes,Performs a spin that eliminates certain traps and hazards. This also poisons opposing Pokémon.
MOUNTAINGALE,Mountain Gale,ICE,,60,85,10,1,NearOther,The user hurls giant chunks of ice at the target. This goes first and may also make the target flinch.
MUDBOMB,Mud Bomb,GROUND,Physical,65,85,10,0,NearOther,The user launches a hard-packed mud ball to attack. It may also lower the target's accuracy.
MUDDYWATER,Muddy Water,WATER,Physical,90,85,10,0,AllNearFoes,The user attacks by shooting muddy water at the opposing team. It may also lower the target's accuracy.
MUDSHOT,Mud Shot,GROUND,Physical,55,95,15,0,NearOther,The user attacks by hurling a blob of mud at the target. It also reduces the target's Speed.
MUDSLAP,Mud-Slap,GROUND,Physical,20,100,10,0,NearOther,The user hurls mud in the target's face to inflict damage and lower its accuracy.
MUDSPORT,Mud Sport,GROUND,Special,0,0,15,0,BothSides,The user covers itself with mud. It weakens Electric-type moves while the user is in the battle.
MULTIATTACK,Multi-Attack,NORMAL,,120,100,10,0,NearOther,"Cloaking itself in high energy, the user slams into the target. This move's type depends on the held memory."
MYSTERYFORCE,Mystery Force,NORMAL,Physical,60,100,15,0,NearOther,"Inflicts physical or special damage, whichever will be more effective. Always super effective."
MYSTICALFIRE,Mystical Fire,FIRE,Physical,75,100,10,0,NearOther,"The user attacks by breathing a special, hot fire. This also lowers the target's Sp. Atk stat."
MYSTICALPOWER,Mystical Power,PSYCHIC,Physical,70,90,10,0,NearOther,The user attacks by emitting a mysterious power. This also boosts the user’s Sp. Atk stat.
MYSTICCLUTCH,Mystic Clutch,FAIRY,Physical,80,95,20,0,NearOther,"The user conjures a magic bind, which constricts the opponent for 5 turns"
NASTYPLOT,Nasty Plot,DARK,Special,0,0,20,0,User,The user stimulates its brain by thinking bad thoughts. It sharply raises the user's Sp. Atk.
NATURALGIFT,Natural Gift,NORMAL,,1,100,15,0,NearOther,The user draws power to attack by using its held Berry. The Berry determines its type and power.
NATUREPOWER,Nature Power,NORMAL,Special,0,0,20,0,NearOther,An attack that makes use of nature's power. Its effects vary depending on the user's environment.
NATURESMADNESS,Nature's Madness,FAIRY,Physical,1,90,10,0,NearOther,The user hits the target with the force of nature. It halves the target's HP.
NECTARBURST,Nectar Burst,GRASS,Physical,90,100,10,2,NearOther,The user launches a ball of nectar that explodes in the enemy's face. It only works the first turn the user is in battle
NEEDLEARM,Needle Arm,GRASS,,60,100,15,0,NearOther,The user attacks by wildly swinging its thorny arms. It may also make the target flinch.
NIGHTDAZE,Night Daze,DARK,Physical,85,95,10,0,NearOther,The user lets loose a pitch-black shock wave at its target. It may also lower the target's accuracy.
NIGHTMARE,Nightmare,GHOST,Special,0,100,15,0,NearOther,A sleeping target sees a nightmare that inflicts some damage every turn.
NIGHTSHADE,Night Shade,GHOST,Physical,1,100,15,0,NearOther,The user makes the foe see a frightening mirage. It inflicts damage matching the user's level.
NIGHTSLASH,Night Slash,DARK,,70,100,15,0,NearOther,The user slashes the target the instant an opportunity arises. Critical hits land more easily.
NOBLEROAR,Noble Roar,SOUND,Special,0,0,30,0,AllNearFoes,"Letting out a noble roar, the user intimidates the target and lowers its Attack and Sp. Atk."
NOISEBURST,Noise Burst,SOUND,Physical,140,90,5,0,NearOther,"The user unleashes a deafening scream with all their might. Afterwards, the user loses their Sound typing."
NORETREAT,No Retreat,FIGHTING,Special,0,0,5,0,User,This move raises all the user's stats but prevents the user from switching out or fleeing.
NOXIOUSTORQUE,Noxious Torque,POISON,,100,100,10,0,NearOther,This move is only used by a Starmobile. It may poison the target.
NUZZLE,Nuzzle,ELECTRIC,,40,100,20,0,NearOther,The user nuzzles its electrified cheeks against the target. This also leaves the target with paralysis.
OBLIVIONWING,Oblivion Wing,FLYING,Physical,80,100,10,0,Other,The user absorbs its target's HP. The user's HP is restored by over half of the damage dealt.
OBSTRUCT,Obstruct,DARK,Special,0,0,10,4,User,The user protects itself from all attacks. Direct contact lowers the attacker's Defense.
OCTAZOOKA,Octazooka,WATER,Physical,90,85,10,0,NearOther,The user attacks by shooting a ball of ink that explodes in the target's face. Also damages the target's ally.
OCTOLOCK,Octolock,FIGHTING,Special,0,100,15,0,NearOther,Locks the target in and prevents it from fleeing. Also lowers the target's Defense and Sp. Def each turn.
ODORSLEUTH,Odor Sleuth,NORMAL,Special,0,0,40,0,NearOther,Enables the user to hit a Ghost type with any type of move. It also enables the user to hit an evasive foe.
OMINOUSWIND,Ominous Wind,GHOST,Physical,60,100,5,0,NearOther,The user blasts the target with a gust of repulsive wind. It may also raise all the user's stats at once.
ORDERUP,Order Up,DRAGON,,80,100,10,0,NearOther,"If used when the user has a Tatsugiri in its mouth, a boost occurs based on its form."
ORIGINPULSE,Origin Pulse,WATER,Physical,110,85,10,0,AllNearFoes,The user attacks opposing Pokémon with countless beams of light that glow a deep and brilliant blue.
OUTRAGE,Outrage,DRAGON,,120,100,10,0,RandomNearFoe,"The user rampages and attacks for two to three turns. It then becomes confused, however."
OVERDRIVE,Overdrive,ELECTRIC,Physical,80,100,10,0,AllNearFoes,"The user attacks all foes by twanging a guitar or bass guitar, causing a huge echo and strong vibration."
OVERHEAT,Overheat,FIRE,Physical,130,90,5,0,NearOther,The user attacks the target at full power. The attack's recoil sharply reduces the user's Sp. Atk stat.
PAINSPLIT,Pain Split,NORMAL,Special,0,0,20,0,NearOther,"The user adds its HP to the target's HP, then equally shares the combined HP with the target."
PALEOFANGS,Paleo Fangs,ROCK,,85,100,10,0,NearOther,The user bites the target using prehistoric rage. This can also destroy Light Screen and Reflect.
PAPERCUT,Paper Cut,STEEL,,75,95,20,0,NearOther,The target is slashed with razor-sharp paper blades that can more easily land Critical Hits. Heals the user by half of the damage dealt.
PARABOLICCHARGE,Parabolic Charge,ELECTRIC,Physical,65,100,20,0,AllNearOthers,The user attacks everything around it. The user's HP is restored by half the damage dealt.
PARTINGSHOT,Parting Shot,DARK,Special,0,100,20,0,NearOther,"With a parting threat, the user lowers the target's Attack and Sp. Atk stats. Then it switches out."
PAYBACK,Payback,DARK,,50,100,10,0,NearOther,"If the user moves after the target, this attack's power will be doubled."
PAYDAY,Pay Day,NORMAL,,40,100,20,0,NearOther,Numerous coins are hurled at the target to inflict damage. Money is earned after battle.
PECK,Peck,FLYING,,35,100,35,0,Other,The target is jabbed with a sharply pointed beak or horn.
PERFECTGLARE,Perfect Glare,DRAGON,Special,0,100,30,1,NearOther,"The user intimidates the target with a fearsome gaze, paralyzing the opponent."
PERISHSONG,Perish Song,SOUND,Special,0,0,5,0,AllBattlers,"Any Pokémon that hears this song faints in three turns, unless it switches out of battle."
PETALBLIZZARD,Petal Blizzard,GRASS,,90,100,15,0,AllNearOthers,The user stirs up a violent petal blizzard and attacks everything around it.
PETALDANCE,Petal Dance,GRASS,Physical,120,100,10,0,RandomNearFoe,The user attacks by scattering petals for two to three turns. The user then becomes confused.
PHANTOMFORCE,Phantom Force,GHOST,,90,100,10,0,NearOther,"The user vanishes somewhere, then strikes on the next turn. Hits through protections."
PHEROMONECHARGE,Pheromone Charge,BUG,Special,0,100,5,0,UserAndAllies,"The user releases a charge of pheromones. Grants itself and a Bug Type ally a boost to Attack, Special Attack and Speed."
PHOTONGEYSER,Photon Geyser,PSYCHIC,Physical,100,100,5,0,NearOther,The user attacks with a pillar of light. This move the higher of the user's Attack or Sp. Atk stat.
PINMISSILE,Pin Missile,BUG,,25,100,20,0,NearOther,The user attacks by shooting sharp spikes at the target. This move hits two to five times in a row.
PLASMAFISTS,Plasma Fists,ELECTRIC,,100,100,15,0,NearOther,The user attacks with electrically charged fists. Normal-type moves become Electric-type.
PLAYNICE,Play Nice,NORMAL,Special,0,0,20,0,NearOther,"The user and target become friends. The target loses its will to fight, lowering its Attack stat."
PLAYROUGH,Play Rough,FAIRY,,90,90,10,0,NearOther,The user plays rough with the target and attacks it. This may also lower the target's Attack stat.
PLUCK,Pluck,FLYING,,60,100,20,0,Other,"The user pecks the target. If the target is holding a Berry, the user eats it and gains its effect."
POISONFANG,Poison Fang,POISON,,60,100,15,0,NearOther,The user bites the target with toxic fangs. It may also leave the target badly poisoned.
POISONGAS,Poison Gas,POISON,Special,0,90,40,0,AllNearFoes,A cloud of poison gas is sprayed in the face of opposing Pokémon. It may poison those hit.
POISONJAB,Poison Jab,POISON,,80,100,20,0,NearOther,The target is stabbed with a tentacle or arm seeped with poison. It may also poison the target.
POISONPOWDER,Poison Powder,POISON,Special,0,75,35,0,NearOther,The user scatters a cloud of poisonous dust on the target. It may poison the target.
POISONSTING,Poison Sting,POISON,,40,100,35,0,NearOther,The user stabs the target with a poisonous stinger. This may also poison the target.
POISONTAIL,Poison Tail,POISON,,85,90,25,0,NearOther,The user hits the target with its tail. It may also poison the target. Critical hits land more easily.
POISONTREATS,Poison Treats,POISON,Special,0,90,15,1,NearOther,The user launches poisonous treats to badly poison the target and lower the target's Defense stat.
POLLENPUFF,Pollen Puff,BUG,Physical,90,100,15,0,NearOther,"The user attacks the enemy with a pollen puff that explodes. If the target is an ally, it gives them a pollen puff that restores its HP instead."
POLTERGEIST,Poltergeist,GHOST,,110,90,5,0,NearOther,Attacks the target by controlling its item. The move fails if the target doesn't have an item.
POPULATIONBOMB,Population Bomb,NORMAL,,20,90,10,0,NearOther,The user’s fellows gather in droves to perform a combo attack that hits one to ten times in a row.
POUNCE,Pounce,BUG,,50,100,20,0,NearOther,The user attacks by pouncing on the target. This also lowers the target’s Speed stat.
POUND,Pound,NORMAL,,40,100,35,0,NearOther,"The target is physically pounded with a long tail or a foreleg, etc."
POWDER,Powder,BUG,Special,0,100,20,0,NearOther,"The user covers the target in a combustible powder. If the target uses a Fire-type move, the powder explodes and damages the target."
POWDERSNOW,Powder Snow,ICE,Physical,40,100,25,0,AllNearFoes,The user attacks with a chilling gust of powdery snow. It may also freeze the targets.
POWERGEM,Power Gem,ROCK,Physical,90,100,20,0,NearOther,The user attacks with a ray of light that sparkles as if it were made of gemstones.
POWERSHIFT,Power Shift,NORMAL,Special,0,0,10,0,User,The user swaps its Attack and Defense stats.
POWERSPLIT,Power Split,PSYCHIC,Special,0,0,10,0,NearOther,The user employs its psychic power to average its Attack and Sp. Atk stats with those of the target.
POWERSWAP,Power Swap,PSYCHIC,Special,0,0,10,0,NearOther,The user employs its psychic power to switch changes to its Attack and Sp. Atk with the target.
POWERTRICK,Power Trick,PSYCHIC,Special,0,0,10,0,User,The user employs its psychic power to switch its Attack with its Defense stat.
POWERTRIP,Power Trip,DARK,,20,100,10,0,NearOther,The user boasts of its strength. Power increases the more the user's stats are raised.
POWERUPPUNCH,Power-Up Punch,FIGHTING,,40,100,20,0,NearOther,"Striking opponents repeatedly makes the user's fists harder, raising the user's Attack stat."
POWERWHIP,Power Whip,GRASS,,120,85,10,0,NearOther,The user violently whirls its vines or tentacles to harshly lash the target.
PRECIPICEBLADES,Precipice Blades,GROUND,,120,85,10,0,AllNearFoes,The user attacks its foes by manifesting the power of the land in fearsome blades of stone.
PRESENT,Present,NORMAL,,90,90,15,0,NearOther,"The user attacks by giving the target a gift with a hidden trap. If the target is an ally, it restores its HP instead."
PRESSURESTRIKE,Pressure Strike,FIGHTING,,50,100,10,0,NearOther,"The user strikes the target's pressure points, always results in a critical hit."
PRIMALREVERB,Primal Reverb,SOUND,,80,100,15,0,AllNearFoes,The user slams the ground with primal fury and makes a lot of noise. The shockwaves hit both opponents and may reduce attack.
PRISMATICLASER,Prismatic Laser,PSYCHIC,Physical,160,100,10,0,NearOther,The user shoots powerful lasers using the power of a prism. The user can't move on the next turn.
PROTECT,Protect,NORMAL,Special,0,0,10,4,User,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.
PSYBEAM,Psybeam,PSYCHIC,Physical,65,100,20,0,NearOther,The target is attacked with a peculiar ray of light. It may also cause confusion.
PSYBLADE,Psyblade,PSYCHIC,,80,100,15,0,NearOther,The user rends the target with an ethereal blade whose power is boosted on Electric Terrain.
PSYCHIC,Psychic,PSYCHIC,Physical,90,100,10,0,NearOther,The target is hit by a strong telekinetic force. It may also reduce the target's Sp. Def stat.
PSYCHICFANGS,Psychic Fangs,PSYCHIC,,85,100,10,0,NearOther,"The user bites the target using psychic capabilities. This can also destroy Light Screen and Reflect, and it increases its power."
PSYCHICNOISE,Psychic Noise,PSYCHIC,Physical,75,100,10,0,NearOther,Attacks the target with unpleasant sound waves. Prevents the target from healing for two turns.
PSYCHICTERRAIN,Psychic Terrain,PSYCHIC,Special,0,0,10,0,BothSides,Protects grounded Pokémon from priority moves and powers up Psychic-type moves for five turns.
PSYCHOBOOST,Psycho Boost,PSYCHIC,Physical,140,90,5,0,NearOther,The user attacks the target at full power. The attack's recoil harshly reduces the user's Sp. Atk stat.
PSYCHOCUT,Psycho Cut,PSYCHIC,,70,100,20,0,NearOther,The user tears at the target with blades formed by psychic power. Critical hits land more easily.
PSYCHOSHIFT,Psycho Shift,PSYCHIC,Special,0,100,10,0,NearOther,"Using its psychic power of suggestion, the user transfers its status problems to the target."
PSYCHUP,Psych Up,NORMAL,Special,0,0,10,0,NearOther,The user hypnotizes itself into copying any stat change made by the target.
PSYSHIELDBASH,Psyshield Bash,PSYCHIC,,60,90,10,0,NearOther,"Cloaking itself in psychic energy, the user slams into the target. This raises the user’s Defense and Special Defense."
PSYSHOCK,Psyshock,PSYCHIC,Physical,80,100,10,0,NearOther,The user materializes an odd psychic wave to attack the target. This attack does physical damage.
PSYSTRIKE,Psystrike,PSYCHIC,Physical,100,100,10,0,NearOther,The user materializes an odd psychic wave to attack the target. This attack does physical damage.
PSYWAVE,Psywave,PSYCHIC,Physical,1,100,15,0,NearOther,The target is attacked with an odd psychic wave. The attack varies in intensity.
PUNISHMENT,Punishment,DARK,,1,100,5,0,NearOther,This attack's power increases the more the target has powered up with stat changes.
PURIFY,Purify,POISON,Special,0,0,20,0,NearOther,"The user heals the target's status condition. If so, it also restores the user's own HP."
PURSUIT,Pursuit,DARK,,40,100,20,0,NearOther,An attack move that inflicts double damage if used on a target that is switching out of battle.
PYROBALL,Pyro Ball,FIRE,,120,90,5,0,NearOther,Attacks by igniting a small stone and launching it as a fiery ball. May also burn the target.
QUASH,Quash,DARK,Special,0,100,15,0,NearOther,The user suppresses the target and makes its move go last.
QUICKATTACK,Quick Attack,NORMAL,,40,100,30,1,NearOther,The user lunges at the target at a speed that makes it almost invisible. It is sure to strike first.
QUICKGUARD,Quick Guard,FIGHTING,Special,0,0,15,3,UserSide,The user protects itself and its allies from priority moves. If may fail if used in succession.
